TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
24/9/2020 0:00,TXN00002866,A00000078,PLC00002821,13/6/2011,20/9/2020,21/9/2020,Health,187.12,2000,Teresa Anderson,42 Adams Road,#45,Greenfield,MA,1301,723-95-0067,N,47,74,Y,4,M,Mortgage,HI,88475479,IWTF57178413998276,Bachelor,A,Minor Loss,None,1,1,DC,Washington,4,AGENT00650,VNDR00306
24/9/2020 0:00,TXN00002869,A00005328,PLC00007966,16/9/2019,9/9/2020,14/9/2020,Health,105.13,6000,Henry Sousa,31130 Meadowbrook Avenue,,Hayward,CA,94544,584-61-2056,Y,31,105,Y,7,H,Own,LI,91999845,SEVH22144437054177,Bachelor,A,Total Loss,Police,1,1,MD,Annapolis,11,AGENT00373,
24/9/2020 0:00,TXN00002872,A00005541,PLC00003767,4/11/2017,10/9/2020,15/9/2020,Health,166.78,18000,Dennis Collier,815 West Market Street,#6,Louisville,KY,40202,359-35-4702,Y,64,23,Y,3,M,Own,MI,73528768,IZXS62134459881082,MD,A,Minor Loss,Ambulance,1,1,KY,Louisville,10,AGENT00181,
25/9/2020 0:00,TXN00002877,A00008053,PLC00008567,24/3/2013,7/9/2020,12/9/2020,Health,184.61,5000,Roberta Horton,2008 Ashton Avenue,,Nashville,TN,37218,889-82-0246,N,62,109,Y,4,M,Rent,LI,106792199,NMSJ73677982060640,Bachelor,A,Major Loss,None,1,1,AK,Anchorage,21,AGENT00925,
25/9/2020 0:00,TXN00002882,A00008153,PLC00001875,18/3/2013,12/9/2020,17/9/2020,Health,196.94,19000,Virginia Branch,1937 Carleton Street,M,Berkeley,CA,94704,709-28-8640,Y,27,22,Y,5,M,Mortgage,MI,41411522,DFYW84160550028212,Bachelor,A,Minor Loss,Ambulance,1,0,KY,Louisville,16,AGENT00436,
25/9/2020 0:00,TXN00002884,A00009295,PLC00008448,6/12/2013,13/9/2020,18/9/2020,Health,125.61,3000,Susan Hennessey,3652 East Blue Stone Drive,,Fayetteville,AR,72764,826-21-6261,N,31,78,N,6,L,Mortgage,MI,126070875,NGPX30397877027499,Bachelor,A,Total Loss,Police,1,1,KY,Louisville,12,AGENT00907,
25/9/2020 0:00,TXN00002891,A00000692,PLC00009869,11/5/2017,20/9/2020,21/9/2020,Health,126.46,5000,Salvatore Bertolini,7003 9th Street Northwest,,Washington,DC,20012,430-12-1115,Y,31,40,Y,7,M,Rent,LI,83216183,OFGS55241486473505,Bachelor,D,Total Loss,Other,0,1,CA,Oakland,18,AGENT00325,VNDR00387
26/9/2020 0:00,TXN00002900,A00006266,PLC00000455,21/10/2015,20/9/2020,22/9/2020,Health,154.85,10000,Jeffrey Porter,1430 East Audubon Road,,Montgomery,AL,36111,175-68-1081,Y,28,106,Y,2,H,Rent,MI,70817935,PIHJ44946191584845,High School,A,Major Loss,None,1,1,GA,Savannah,8,AGENT01047,VNDR00204
26/9/2020 0:00,TXN00002904,A00009536,PLC00002034,29/7/2012,9/9/2020,14/9/2020,Health,137.26,10000,Helen Clark,565 North Lakeshore Drive,,Panama City Beach,FL,32413,415-83-3901,Y,60,80,N,5,H,Rent,LI,57107325,UCJH60114264765677,Bachelor,A,Major Loss,Other,1,0,CT,Manchester,10,AGENT00251,
26/9/2020 0:00,TXN00002906,A00002599,PLC00009236,3/12/2015,16/9/2020,19/9/2020,Health,150.06,18000,Charles Smith,7401 North 61st Drive,,Glendale,AZ,85301,280-53-2204,N,49,53,Y,6,M,Rent,HI,66846716,AYRJ93825326864528,High School,A,Total Loss,Police,1,1,OK,Oklahoma City,22,AGENT00431,
27/9/2020 0:00,TXN00002920,A00008932,PLC00002262,12/11/2017,10/9/2020,15/9/2020,Health,168.54,13000,Ronald Day,2426 East Onyx Trail,#6,Fayetteville,AR,72701,331-94-1517,Y,31,61,Y,4,M,Mortgage,LI,15301312,ISTI39244208338457,Bachelor,A,Major Loss,Ambulance,0,1,OK,Midwest City,14,AGENT00151,
27/9/2020 0:00,TXN00002939,A00002910,PLC00007384,23/10/2011,21/9/2020,23/9/2020,Health,196.79,15000,Sue Paulson,1772 150th Avenue,,San Leandro,CA,94578,617-11-9637,N,62,59,Y,2,M,Own,MI,40160638,JDFV52883885941780,Bachelor,A,Major Loss,Police,1,1,KY,Louisville,7,AGENT01162,VNDR00305
27/9/2020 0:00,TXN00002942,A00001337,PLC00009932,24/12/2014,24/9/2020,24/9/2020,Health,125.05,15000,Mary Wilson,3517 S Street Northwest,,Washington,DC,20007,363-28-6053,Y,37,14,Y,4,L,Rent,HI,86884635,QKCL78742309247258,Bachelor,A,Minor Loss,Ambulance,1,1,TN,Nashville,7,AGENT00096,VNDR00517
27/9/2020 0:00,TXN00002943,A00005394,PLC00004084,27/11/2015,7/9/2020,12/9/2020,Health,131.01,20000,Stephen Smith,7 Maple Hill Road,,Aquinnah,MA,2535,815-52-9902,Y,60,94,Y,5,L,Mortgage,MI,123266543,GOZH89897446698607,Bachelor,A,Major Loss,Ambulance,0,1,AL,Montgomery,5,AGENT00892,VNDR00431
28/9/2020 0:00,TXN00002950,A00009845,PLC00008523,16/5/2013,17/9/2020,22/9/2020,Health,116.03,5000,Nicole Otis,1405 Mercedes Avenue,APARTMENT G,Panama City,FL,32401,341-97-6551,Y,47,11,Y,7,L,Own,HI,56420566,EVJA76616501569454,Masters,A,Major Loss,None,1,0,OK,Norman,4,AGENT00989,VNDR00437
28/9/2020 0:00,TXN00002956,A00004369,PLC00002417,1/7/2015,14/9/2020,19/9/2020,Health,196.72,7000,Abel Cortes,102 East Cydnee Street,,Fayetteville,AR,72703,824-76-6514,N,36,38,Y,3,H,Rent,MI,99069780,ZCRI19224239863391,MD,A,Major Loss,None,1,1,OK,Edmond,4,AGENT00683,VNDR00357
28/9/2020 0:00,TXN00002963,A00001414,PLC00004366,6/7/2016,17/9/2020,22/9/2020,Health,184.96,5000,Joseph Simmons,172 Alburg Springs Road,,Alburgh,VT,5440,451-77-6647,Y,51,57,Y,6,M,Rent,HI,122370498,LGST20928669121766,NA,A,Major Loss,None,1,1,MD,Annapolis,4,AGENT00502,VNDR00310
29/9/2020 0:00,TXN00002980,A00007498,PLC00000666,3/12/2017,21/9/2020,24/9/2020,Health,125.77,7000,Vincent Obannon,4560 Hurlston Drive,,Montgomery,AL,36116,005-60-6003,Y,61,107,Y,3,M,Own,MI,17918790,XDQX27657178794520,Bachelor,A,Total Loss,Police,1,1,CT,Manchester,10,AGENT00330,VNDR00159
29/9/2020 0:00,TXN00002981,A00007046,PLC00000970,9/11/2011,28/9/2020,28/9/2020,Health,139.6,11000,Tara Bozeman,14 Tranquil Place,,Pooler,GA,31322,453-76-7914,N,55,10,Y,6,L,Own,MI,19034290,CZPJ09241902365157,High School,A,Total Loss,Ambulance,0,0,CA,Union City,8,AGENT01071,VNDR00064
29/9/2020 0:00,TXN00002987,A00009259,PLC00001964,23/12/2016,15/9/2020,20/9/2020,Health,195.71,6000,Velva Taylor,5938 Laguna Honda Street,,Redding,CA,96001,435-38-5751,Y,56,39,Y,3,M,Mortgage,MI,98815032,BAUH86606561276042,Bachelor,A,Minor Loss,Ambulance,1,0,MA,Medford,0,AGENT00488,VNDR00398
30/9/2020 0:00,TXN00002994,A00008783,PLC00008970,2/11/2016,26/9/2020,27/9/2020,Health,113.68,18000,Paul Carl,116 Frost Park,,Hartford,VT,5001,025-52-3021,N,50,55,N,5,L,Mortgage,LI,109881926,ULWP69762189754270,High School,A,Minor Loss,Ambulance,1,0,AR,Fayetteville,23,AGENT00368,VNDR00590
30/9/2020 0:00,TXN00003004,A00008767,PLC00003264,14/10/2012,26/9/2020,27/9/2020,Health,176.96,4000,Chad Aiken,46 Sugarloaf Hill Road,,Warren,VT,5674,747-87-5953,Y,33,73,Y,2,L,Mortgage,MI,124798609,URAL13954439096431,College,A,Total Loss,Police,1,1,AR,Fayetteville,16,AGENT00567,VNDR00326
30/9/2020 0:00,TXN00003005,A00007935,PLC00001225,2/1/2012,12/9/2020,17/9/2020,Health,158.03,2000,Theodore Payne,1931 West Deane Street,A,Fayetteville,AR,72703,634-70-1325,Y,50,21,N,3,L,Rent,LI,38926347,LYHW85280969049736,College,A,Major Loss,Police,1,1,DC,Washington,9,AGENT00387,
1/10/2020 0:00,TXN00003018,A00003232,PLC00002392,8/5/2018,24/9/2020,26/9/2020,Health,115.54,6000,Georgette Jones,908 Lodge Hill Road,,Louisville,KY,40223,399-89-5827,Y,57,41,Y,6,L,Mortgage,HI,129563376,LTKN18188884968115,PhD,A,Major Loss,Other,1,1,CA,Union City,1,AGENT01055,VNDR00355
1/10/2020 0:00,TXN00003019,A00002143,PLC00006046,8/2/2015,14/9/2020,19/9/2020,Health,155.98,9000,Brad Adams,243 Kentucky Avenue,,Pasadena,MD,21122,237-63-0518,Y,59,69,Y,6,L,Rent,LI,115681903,SMKM53030730082248,Masters,A,Minor Loss,Ambulance,0,1,GA,Savannah,18,AGENT00937,VNDR00051
1/10/2020 0:00,TXN00003024,A00005030,PLC00004328,4/12/2011,14/9/2020,19/9/2020,Health,165.63,13000,Heidi Erdmann,20 Masters Way,,Manchester,CT,6040,124-19-8871,N,33,67,Y,3,H,Own,MI,50892637,COOR90289520844006,Bachelor,A,Major Loss,Police,0,1,AZ,Glendale,20,AGENT00536,VNDR00256
1/10/2020 0:00,TXN00003027,A00008501,PLC00003838,8/1/2013,21/9/2020,24/9/2020,Health,134.63,14000,Gary Rogers,2195 Cantelou Road,,Montgomery,AL,36108,124-43-3324,Y,58,88,Y,6,M,Mortgage,MI,96798407,BQKP16948571387198,High School,A,Total Loss,Police,1,1,AR,Fayetteville,2,AGENT00261,VNDR00084
2/10/2020 0:00,TXN00003034,A00007376,PLC00002073,14/1/2017,29/9/2020,29/9/2020,Health,151.57,18000,Anthony Rice,2316 Northwest 113th Street,,Oklahoma City,OK,73120,639-81-3779,N,56,106,Y,4,L,Mortgage,LI,21967067,KRIC45220806112579,Bachelor,A,Major Loss,Ambulance,0,1,CO,Greeley,3,AGENT00802,VNDR00557
2/10/2020 0:00,TXN00003039,A00002515,PLC00003396,3/4/2013,14/9/2020,19/9/2020,Health,112.46,3000,Nancy Fern,502 Main Street,,Walpole,MA,2081,110-83-6897,N,43,71,N,3,M,Rent,LI,110207764,YYMD67313302481895,Masters,A,Total Loss,Other,1,1,GA,Calhoun,1,AGENT00193,VNDR00522
2/10/2020 0:00,TXN00003043,A00003153,PLC00009339,7/9/2017,19/9/2020,24/9/2020,Health,194.47,2000,Thomas Gordon,5985 Lamar Street,G,Arvada,CO,80003,511-56-5171,Y,44,89,Y,4,M,Mortgage,LI,104296781,JEBM51531313209178,College,A,Major Loss,Ambulance,1,1,FL,Mexico Beach,8,AGENT00539,VNDR00546
2/10/2020 0:00,TXN00003047,A00008918,PLC00005481,26/8/2017,16/9/2020,21/9/2020,Health,186.65,1000,Nancy Brandt,11 Adams Street,,Arlington,MA,2474,217-62-4031,Y,44,73,Y,4,L,Mortgage,HI,63134010,ULYI68472879542313,Bachelor,A,Minor Loss,None,1,0,VT,Underhill,19,AGENT00698,
3/10/2020 0:00,TXN00003057,A00002118,PLC00004025,9/4/2017,14/9/2020,19/9/2020,Health,129.68,8000,Jesus Yang,2013 Talbot Terrace,,Montgomery,AL,36106,429-04-5665,N,47,98,Y,3,H,Rent,LI,92011405,IMBN31398048774704,High School,A,Major Loss,Ambulance,1,0,DC,Washington,7,AGENT00824,VNDR00374
3/10/2020 0:00,TXN00003062,A00005655,PLC00009223,31/8/2018,15/9/2020,20/9/2020,Health,140.94,17000,Daryl Sams,503 Orchard Road,,Glen Burnie,MD,21061,805-50-3241,Y,47,81,Y,4,L,Rent,LI,17538536,ZQSU01639143737850,NA,A,Minor Loss,None,0,1,FL,Panama City,7,AGENT00959,VNDR00565
3/10/2020 0:00,TXN00003063,A00007351,PLC00006777,16/2/2015,15/9/2020,20/9/2020,Health,136.53,17000,Mary Sanders,6140 Fenton Street,,Arvada,CO,80003,311-88-2563,Y,64,65,Y,7,L,Mortgage,MI,69506448,ISXA98827213096485,High School,A,Major Loss,Ambulance,0,1,MD,Glen Burnie,2,AGENT00449,VNDR00247
3/10/2020 0:00,TXN00003065,A00002620,PLC00006859,9/7/2014,25/9/2020,28/9/2020,Health,193.38,4000,Tom Foster,6160 Norm Drive,,Anchorage,AK,99507,514-57-3786,Y,63,98,Y,3,M,Own,LI,118734608,LVII26607580190676,College,A,Major Loss,Police,1,1,CA,Hayward,3,AGENT01112,
3/10/2020 0:00,TXN00003068,A00005233,PLC00006156,1/12/2014,1/10/2020,1/10/2020,Health,166.25,8000,George Herrera,8 Village Circle,,Randolph,VT,5060,608-30-3003,N,35,94,Y,3,L,Own,LI,14986152,MKKA61775039343270,High School,A,Major Loss,Police,1,0,MD,Severna Park,14,AGENT00607,VNDR00168
3/10/2020 0:00,TXN00003073,A00003449,PLC00006621,15/10/2018,16/9/2020,21/9/2020,Health,144.98,4000,Elaine Villalobos,1309 Clay Avenue,,Panama City,FL,32401,208-82-8460,Y,26,83,Y,7,M,Mortgage,MI,11463953,VSAX84557175804538,Bachelor,A,Major Loss,Ambulance,1,0,OK,Norman,5,AGENT00591,VNDR00510
4/10/2020 0:00,TXN00003089,A00008668,PLC00009566,25/12/2012,14/9/2020,19/9/2020,Health,127.3,15000,Diane Mosley,4981 Shirley Way,,Livermore,CA,94550,640-69-0279,Y,46,117,Y,7,L,Rent,MI,43064456,MCKC20351777195080,Masters,A,Major Loss,Other,1,1,TN,Nashville,15,AGENT00895,VNDR00506
5/10/2020 0:00,TXN00003099,A00009492,PLC00000174,23/7/2015,20/9/2020,25/9/2020,Health,162.66,4000,Patricia Cook,798 Airport Road,,Panama City,FL,32405,394-95-0092,Y,53,115,Y,3,H,Mortgage,MI,99877121,DECI68701845377514,Masters,A,Minor Loss,Ambulance,1,0,CT,Manchester,16,AGENT00818,VNDR00057
5/10/2020 0:00,TXN00003115,A00007041,PLC00007170,18/4/2017,2/10/2020,2/10/2020,Health,144.32,10000,Rodney Grabner,733 East DeRenne Avenue,,Savannah,GA,31405,405-77-9416,Y,37,64,Y,6,H,Rent,HI,90219733,TTVE86675398277215,MD,A,Total Loss,Ambulance,1,1,AK,Anchorage,0,AGENT00040,VNDR00529
6/10/2020 0:00,TXN00003128,A00009167,PLC00001562,25/11/2010,2/10/2020,3/10/2020,Health,141.38,12000,Jennifer Foote,6483 West 76th Avenue,,Arvada,CO,80003,695-91-6382,Y,43,65,Y,2,L,Own,MI,68642439,NCIS74408303343892,Masters,A,Major Loss,None,1,0,TN,Nashville,7,AGENT00341,VNDR00315
6/10/2020 0:00,TXN00003136,A00000399,PLC00005078,13/11/2013,2/10/2020,3/10/2020,Health,181.79,8000,Janet Swackhammer,620 Oakland Avenue,,Fayetteville,AR,72701,591-34-1919,N,54,71,Y,6,M,Mortgage,MI,114682563,CCPF65914221241362,Bachelor,A,Major Loss,Police,0,0,VT,,0,AGENT01053,
6/10/2020 0:00,TXN00003139,A00005988,PLC00007866,19/4/2012,24/9/2020,29/9/2020,Health,148.07,20000,Greg Gonzalez,22062 Cameron Street,,Castro Valley,CA,94546,656-89-3772,Y,35,102,N,2,M,Own,LI,29738405,QFJX26104023773281,High School,A,Major Loss,None,1,1,OK,Edmond,1,AGENT01026,VNDR00268
6/10/2020 0:00,TXN00003142,A00004136,PLC00007494,23/5/2014,30/9/2020,2/10/2020,Health,151.55,19000,Marc Tello,1504 East 55th Street,,Savannah,GA,31404,205-57-5064,Y,36,12,Y,5,L,Mortgage,MI,86167763,IXXP06426187471657,Bachelor,A,Minor Loss,Police,0,0,DC,Washington,21,AGENT01034,
6/10/2020 0:00,TXN00003149,A00005698,PLC00008732,13/8/2015,2/10/2020,3/10/2020,Health,120.74,10000,Reta Sutton,17 Marina Drive,,Savannah,GA,31411,772-84-2638,N,60,106,Y,6,L,Mortgage,MI,113921571,AIRD09744390461532,High School,A,Total Loss,Ambulance,0,1,FL,Panama City,5,AGENT00329,
6/10/2020 0:00,TXN00003152,A00004553,PLC00007880,27/8/2017,1/10/2020,2/10/2020,Health,116.53,7000,Kyle Carter,1828 Ridgewick Road,,Glen Burnie,MD,21061,182-67-3914,N,33,10,Y,7,L,Mortgage,MI,56762606,PXGG70115556777074,Bachelor,A,Total Loss,Ambulance,0,1,AL,Montgomery,8,AGENT00968,
7/10/2020 0:00,TXN00003154,A00006387,PLC00006807,3/1/2016,4/10/2020,4/10/2020,Health,161.86,18000,William Buie,1129 I Street,,Anchorage,AK,99501,035-45-2130,Y,25,80,Y,2,L,Own,LI,98613991,KOWJ87066204951827,Bachelor,D,Total Loss,Ambulance,0,1,CT,Manchester,22,AGENT01090,VNDR00100
7/10/2020 0:00,TXN00003158,A00006208,PLC00004139,19/6/2013,25/9/2020,30/9/2020,Health,164.28,6000,Richard Glenn,555 North Dupont Avenue,#C-55,Nashville,TN,37115,207-10-7060,N,55,60,Y,4,M,Rent,LI,112519379,JENO12480191206248,PhD,A,Major Loss,Police,1,1,TN,Nashville,0,AGENT00237,
7/10/2020 0:00,TXN00003161,A00007987,PLC00006497,16/3/2019,1/10/2020,3/10/2020,Health,151.33,14000,Calvin Riddick,188 River Road,,Essex,VT,5452,047-35-1706,Y,29,96,Y,4,M,Own,HI,46240280,GDSX45292472039462,Bachelor,A,Total Loss,Police,0,1,TN,Nashville,15,AGENT00467,
7/10/2020 0:00,TXN00003164,A00001159,PLC00008938,25/6/2011,24/9/2020,29/9/2020,Health,154.37,16000,David Hartle,4511 43rd Place Northwest,,Washington,DC,20016,855-45-5546,N,34,74,Y,7,L,Mortgage,MI,64214052,KWZD21883711398918,College,A,Total Loss,None,0,0,KY,Louisville,22,AGENT00325,VNDR00229
7/10/2020 0:00,TXN00003171,A00009330,PLC00000594,18/2/2017,2/10/2020,3/10/2020,Health,144.09,8000,Katharine Dodds,10891 Kamishak Bay Circle,,Anchorage,AK,99515,381-78-7622,Y,44,112,Y,7,L,Mortgage,MI,100486249,INFE14142215064040,Bachelor,D,Major Loss,Ambulance,1,1,FL,Panama City,17,AGENT00357,
8/10/2020 0:00,TXN00003186,A00002187,PLC00007949,29/9/2015,29/9/2020,2/10/2020,Health,130.34,1000,Marx Aichele,3300 Gatsby Lane,,Montgomery,AL,36106,760-94-5895,Y,28,83,Y,3,L,Mortgage,MI,50089631,KBGM47467810289563,NA,A,Major Loss,Police,0,1,DC,Washington,18,AGENT01027,VNDR00188
8/10/2020 0:00,TXN00003201,A00006669,PLC00001887,19/8/2016,19/9/2020,24/9/2020,Health,132.26,4000,Andrew Manuel,15 Mystic Avenue,#1,Medford,MA,2155,741-11-4550,Y,55,112,N,5,L,Rent,HI,58949524,GUYQ67524967623012,Bachelor,A,Minor Loss,Police,1,1,KY,Northfield,19,AGENT00251,VNDR00090
9/10/2020 0:00,TXN00003211,A00008038,PLC00002857,30/1/2011,28/9/2020,3/10/2020,Health,157.31,16000,Albert Sosa,529 Barr Hill Road,,Greensboro,VT,5841,446-10-1300,Y,48,113,Y,2,L,Rent,MI,129295699,RWYU48466524488252,High School,A,Total Loss,None,1,1,AZ,Glendale,5,AGENT00593,
9/10/2020 0:00,TXN00003216,A00004190,PLC00002662,11/5/2018,5/10/2020,6/10/2020,Health,127.58,9000,Alice Garland,1431 King George Boulevard,#21-C,Savannah,GA,31419,465-28-4143,Y,26,69,Y,3,M,Own,LI,17873615,YQNF26470255979583,MD,A,Minor Loss,None,1,1,GA,Savannah,2,AGENT00425,VNDR00450
9/10/2020 0:00,TXN00003221,A00005912,PLC00006008,20/5/2013,8/10/2020,8/10/2020,Health,186.52,1000,Roberta Wagner,4121 Northwest 31st Street,,Oklahoma City,OK,73112,689-01-8149,Y,50,70,Y,7,M,Mortgage,MI,57762809,SIBI85695891837737,Bachelor,A,Major Loss,Police,1,1,CA,Mountain View,10,AGENT00226,VNDR00468
9/10/2020 0:00,TXN00003222,A00004614,PLC00005531,31/10/2015,5/10/2020,6/10/2020,Health,156.55,5000,Marianne Mitchell,2325 Eastridge Circle,,Moore,OK,73160,099-94-3664,Y,31,106,Y,5,M,Mortgage,MI,38733394,HUUG12104663248729,Bachelor,A,Total Loss,Ambulance,1,1,CO,Arvada,20,AGENT00507,VNDR00378
9/10/2020 0:00,TXN00003228,A00006600,PLC00006243,15/10/2011,21/9/2020,26/9/2020,Health,150.21,2000,Nikia Williams,10881 Northforde Drive,,Cupertino,CA,95014,072-03-3492,Y,26,17,N,3,M,Mortgage,LI,29836792,MVCC16810867832866,Masters,A,Total Loss,Ambulance,1,1,CO,Arvada,0,AGENT00454,
10/10/2020 0:00,TXN00003229,A00006090,PLC00001222,14/1/2012,22/9/2020,27/9/2020,Health,169.01,19000,Linda Albright,3871 Galactica Drive,,Anchorage,AK,99517,594-93-2813,N,40,25,Y,6,M,Own,MI,55317625,ZEGG21654507667047,High School,A,Minor Loss,None,1,1,DC,Washington,23,AGENT00723,VNDR00177
10/10/2020 0:00,TXN00003233,A00007101,PLC00000570,8/3/2018,27/9/2020,2/10/2020,Health,127.42,16000,Leslie Hurst,1911 East 58th Avenue,,Anchorage,AK,99507,842-06-4203,Y,39,109,Y,2,M,Mortgage,LI,127528481,SFHB70394060676754,High School,A,Minor Loss,Police,1,0,VT,,6,AGENT00989,
10/10/2020 0:00,TXN00003248,A00006178,PLC00002664,5/8/2015,22/9/2020,27/9/2020,Health,101.85,12000,Patricia Dominquez,813 Holt Grove Court,,Nashville,TN,37211,344-81-5068,N,49,46,Y,7,M,Mortgage,MI,90805480,YDPJ53691559088017,High School,A,Minor Loss,Police,1,0,AZ,Glendale,12,AGENT00073,VNDR00067
11/10/2020 0:00,TXN00003262,A00007742,PLC00005161,1/12/2011,28/9/2020,3/10/2020,Health,113.45,16000,Linda White,34 Harris Street,#6,Brookline,MA,2446,101-73-6212,Y,28,40,Y,3,M,Rent,MI,129857820,ZDAX99439423966632,Bachelor,A,Minor Loss,Ambulance,1,0,TN,Nashville,23,AGENT00012,VNDR00266
11/10/2020 0:00,TXN00003272,A00007061,PLC00000803,7/10/2019,27/9/2020,2/10/2020,Health,175.91,19000,Joseph Flood,19259 North 61st Drive,,Glendale,AZ,85308,051-81-2389,Y,46,59,Y,7,M,Rent,LI,99894641,SSNL04793658583741,College,A,Minor Loss,None,1,1,MA,Salem,5,AGENT00195,
11/10/2020 0:00,TXN00003273,A00000993,PLC00002934,26/8/2015,28/9/2020,3/10/2020,Health,165.04,11000,Mary Barnett,112 Shannon Road,,Colchester,VT,5446,194-22-4858,Y,54,74,Y,2,M,Mortgage,HI,20465780,WBUC56809230937188,Bachelor,A,Major Loss,Police,0,1,AZ,Glendale,23,AGENT00135,VNDR00003
11/10/2020 0:00,TXN00003276,A00009024,PLC00005649,24/10/2010,27/9/2020,2/10/2020,Health,189.65,12000,Sara Giffin,5412 East 22nd Avenue,,Anchorage,AK,99508,234-76-1734,Y,53,71,Y,4,L,Own,MI,73056683,TLVJ16629548442409,PhD,A,Minor Loss,Ambulance,1,0,VT,West Brattleboro,2,AGENT01074,VNDR00002
12/10/2020 0:00,TXN00003280,A00005860,PLC00006315,12/8/2019,6/10/2020,8/10/2020,Health,184.29,18000,Ella Conner,8507 Lorento Street,,Panama City Beach,FL,32408,778-14-5263,N,64,70,Y,2,M,Mortgage,LI,92424885,MWME64524007304960,NA,A,Minor Loss,Ambulance,1,1,VT,Lowell,23,AGENT01106,
13/10/2020 0:00,TXN00003302,A00006370,PLC00009494,1/6/2011,24/9/2020,29/9/2020,Health,146.06,3000,Helen Gonzalez,3110 East Victory Drive,,Savannah,GA,31404,559-71-7835,Y,55,61,Y,3,M,Rent,HI,97311032,BOZO31599877306972,Bachelor,A,Total Loss,Police,0,1,DC,Washington,3,AGENT00573,VNDR00115
13/10/2020 0:00,TXN00003306,A00003345,PLC00007439,18/6/2010,7/10/2020,9/10/2020,Health,132.95,16000,George Gettinger,5065 North 54th Avenue,#8,Glendale,AZ,85301,730-51-4727,Y,28,92,Y,3,M,Mortgage,LI,111800432,PWMZ43505329722016,High School,A,Total Loss,Police,1,0,GA,Savannah,4,AGENT01067,VNDR00599
13/10/2020 0:00,TXN00003312,A00003171,PLC00006091,30/8/2019,12/10/2020,12/10/2020,Health,188.47,2000,Robert Pace,3504 East 16th Avenue,,Anchorage,AK,99508,229-18-8385,Y,55,83,Y,7,L,Mortgage,HI,41008618,SQYC49745534685787,High School,A,Minor Loss,Other,1,0,CO,Arvada,9,AGENT00611,VNDR00119
13/10/2020 0:00,TXN00003315,A00009262,PLC00005351,30/1/2017,11/10/2020,11/10/2020,Health,123.26,2000,Daisy Schmidt,43 Main Street,,Essex,VT,5452,451-27-1919,Y,56,47,Y,4,L,Mortgage,MI,44327011,IXZM35613006396722,Bachelor,A,Total Loss,Ambulance,1,1,FL,Panama City,0,AGENT00365,VNDR00513
13/10/2020 0:00,TXN00003316,A00009109,PLC00009322,18/9/2015,11/10/2020,11/10/2020,Health,179.06,9000,Oscar Smiley,6228 West Larkspur Drive,,Glendale,AZ,85304,499-87-0506,Y,64,105,Y,4,H,Own,MI,10285925,JXUR51519915899127,Bachelor,A,Major Loss,Other,0,1,CA,Berkeley,5,AGENT01181,
14/10/2020 0:00,TXN00003337,A00001056,PLC00001017,13/3/2013,11/10/2020,11/10/2020,Health,153.32,20000,Kimberly Walks,129 Lark Lane,,Farmington,AR,72730,879-49-6842,N,57,72,Y,5,H,Own,MI,46060334,REBU10379977340620,Bachelor,A,Minor Loss,Ambulance,1,1,KY,Louisville,14,AGENT00375,VNDR00386
14/10/2020 0:00,TXN00003338,A00008667,PLC00006038,2/12/2010,10/10/2020,11/10/2020,Health,177.52,14000,Irene Mccarthy,5420 Sunset Avenue,,Panama City Beach,FL,32408,868-47-7830,Y,58,119,Y,5,M,Own,MI,98194164,NEDV91643685335602,Bachelor,A,Major Loss,Ambulance,1,0,AK,Anchorage,11,AGENT00658,VNDR00578
14/10/2020 0:00,TXN00003347,A00007624,PLC00004608,10/12/2013,27/9/2020,2/10/2020,Health,166.45,12000,Mary Dang,332 Stafford Road,#2,Fall River,MA,2721,311-57-5823,N,58,19,Y,7,L,Mortgage,MI,75796679,RHUU01769195974922,High School,A,Minor Loss,Police,0,1,AR,Fayetteville,11,AGENT00775,VNDR00249
15/10/2020 0:00,TXN00003359,A00002103,PLC00007769,14/6/2013,26/9/2020,1/10/2020,Health,159.55,19000,Catherine Vasquez,122 40th Avenue North,,Nashville,TN,37209,369-16-2765,Y,53,30,Y,5,M,Own,HI,119192809,FDKM98213553693335,Bachelor,A,Total Loss,Police,1,1,CT,Manchester,15,AGENT00082,VNDR00503
15/10/2020 0:00,TXN00003363,A00000451,PLC00003605,21/10/2014,4/10/2020,9/10/2020,Health,154.66,4000,David Rival,302 Tuten Avenue,,Savannah,GA,31415,146-77-9219,N,40,60,Y,7,L,Mortgage,MI,61036000,CSRG32542904151554,NA,D,Major Loss,Ambulance,1,1,KY,Louisville,0,AGENT00386,
